ProcessId,ProcessName,PackageName,EnvironmentName,FullyQualifiedName,CountExecuting,CountPending,CountSuspended,CountResumed,CountSuccessful,CountErrors,CountStopped,AverageDurationInSeconds,AveragePendingTimeInSeconds,TotalRows,EntityId
318,TRB.MappingThirdPartyID,TRB.MappingThirdPartyID,NULL,TRB/Mapping Third Party ID,0,0,0,0,6,0,3,23,148,213,318
321,TRB.Report Nota Dinas,TRB.ReportNotaDinas,NULL,TRB/TRB.ReportNotaDinas,0,0,0,0,29,0,0,114,25,213,321
245,TRB.TransBanking.AutoApproval.ApproveMandate_TRB,TRB.TransBanking.AutoApproval.ApproveMandate,NULL,TRB-FMA-M/TRB,0,0,0,0,0,0,0,NULL,NULL,213,245
244,TRB.TransBanking.AutoApproval.AuthorizeCheckerMandateandUploadCounterparty_TRB,TRB.TransBanking.AutoApproval.AuthorizeCheckerMandateandUploadCounterparty,NULL,TRB-FMA-M/TRB,0,0,0,0,0,473,0,71,7,213,244
246,TRB.TransBanking.AutoApproval.AuthorizeCounter_TRB,TRB.TransBanking.AutoApproval.AuthorizeCounter,NULL,TRB-FMA-M/TRB,0,0,0,0,0,0,0,NULL,NULL,213,246
243,TRB.TransBanking.AutoApproval.GetListBranch_TRB,TRB.TransBanking.AutoApproval.GetListBranch,NULL,TRB-FMA-M/TRB,0,0,0,0,376,0,0,22,38,213,243
251,TRB_MASS_ACCOUNT_REGISTRATION_AddQueueToRunProcess2_TRB,TRB_MASS_ACCOUNT_REGISTRATION_AddQueueToRunProcess2,NULL,TRB-FMA-M/TRB,0,0,0,0,0,0,0,NULL,NULL,213,251
252,TRB_MASS_ACCOUNT_REGISTRATION_AddQueueToRunProcess3_TRB,TRB_MASS_ACCOUNT_REGISTRATION_AddQueueToRunProcess3,NULL,TRB-FMA-M/TRB,0,0,0,0,0,0,0,NULL,NULL,213,252
250,TRB_MASS_ACCOUNT_REGISTRATION_Process1_TRB,TRB_MASS_ACCOUNT_REGISTRATION_Process1,NULL,TRB-FMA-M/TRB,0,0,0,0,194,29,0,110,12,213,250
248,TRB_MASS_ACCOUNT_REGISTRATION_Process2_TRB,TRB_MASS_ACCOUNT_REGISTRATION_Process2,NULL,TRB-FMA-M/TRB,0,0,0,0,11,0,0,368,0,213,248
249,TRB_MASS_ACCOUNT_REGISTRATION_Process3_TRB,TRB_MASS_ACCOUNT_REGISTRATION_Process3,NULL,TRB-FMA-M/TRB,0,0,0,0,14,0,0,106,0,213,249
360,TRB_MASS_ACCOUNT_REGISTRATION_ReGenerate,TRB_MASS_ACCOUNT_REGISTRATION_ReGenerate,NULL,TRB-FMA-M/TRB,0,0,0,0,0,0,0,NULL,NULL,213,360
196,TRB_Process1_DownloadTIPLUSDokumen,TRB_Process1_DownloadTIPLUSDokumen,NULL,TRB.Issuance/Issuance Download and Upload Documents,0,0,0,0,736,34,0,125,44,213,196
214,TRB_Process2_UploadDocumentToBRITRADE,TRB_Process2_UploadDocumentToBRITRADE,NULL,TRB.Issuance/Issuance Download and Upload Documents,0,0,0,0,492,133,0,61,64,213,214
275,UC01_HttpMonitoring_Env_IT-OPS,UC01_HttpMonitoring,NULL,IT-OPS-M,0,0,0,0,0,0,0,NULL,NULL,213,275
274,UC05_DbDashboardMonitoring_Env_IT-OPS,UC05_DbDashboardMonitoring,NULL,IT-OPS-M,0,0,0,0,0,0,0,NULL,NULL,213,274
154,Unbalance Excel,Unbalance.Excel,NULL,RPT,0,0,0,0,0,0,0,NULL,NULL,213,154
276,UseCase2-DashboardAnomalyStatusReporting_Env_IT-OPS,UseCase2-DashboardAnomalyStatusReporting,NULL,IT-OPS-M,0,0,0,0,0,0,0,NULL,NULL,213,276
277,UseCase3-AlertingAnomalyStatusThroughWhatsApp_Env_IT-OPS,UseCase3-AlertingAnomalyStatusThroughWhatsApp,NULL,IT-OPS-M,0,0,0,0,0,0,0,NULL,NULL,213,277
280,Usecase4-TelegramtoWhatsapp,TelegramToWhatsApp,NULL,IT-OPS-M,0,0,0,0,0,0,0,NULL,NULL,213,280
84,Weekly Incident Log Data Application,DRD.IncidentApplicationReporting.WeeklyProcess,NULL,DRD/Incident Application Reporting,0,0,0,0,0,0,0,NULL,NULL,213,84
86,Weekly Incident Log Data Network,DRD.IncidentNetworkReporting.WeeklyReport,NULL,DRD/Incident Network Reporting,0,0,0,0,0,0,0,NULL,NULL,213,86
311,Whatsapp Verification,WhatsappVerification,NULL,CDD-M-Replace&CloseCard,0,0,0,0,0,0,0,NULL,NULL,213,311
185,WMG.DailyBillingTelemarketing,WMG.DailyBillingTelemarketing,NULL,WMG,0,0,0,0,26,0,0,312,0,213,185
80,zDigiBot-Hourly,zDigiBot-Hourly,NULL,DDB/zDigiBot,0,0,0,0,0,0,0,NULL,NULL,213,80
74,zDigiBot-Hourly,zDigiBot-Hourly,NULL,DDB,0,0,0,0,0,0,0,NULL,NULL,213,74
